...1,ai_help_received,ai_suggestion,ai_suggestion_correct,base_probability,correct,manual_ai_requested,manual_request_time,num_columns,response_col,response_time,seed,target_column_index,target_probability,timed_out,total_score_after_trial,trial_number,participant_id,popup_response,popup_response_time,toggle_state_at_start,toggle_used_during_trial,toggle_switch_time,condition,study_name,open_feedback,total_duration_seconds,tutorial_attempts,How annoying was the AI assistant?,How attentive were you to the AI assistant's suggestions?,How distracting was the AI assistant?,How much did the AI assistant improve your performance?,How useful was the AI assistant?,popup_events,popup_mode,prob_diff,order
935,TRUE,5,TRUE,0.1,TRUE,NA,NA,10,5,20.7620000839233,22,5,0.3,FALSE,11,22,24,Yes,11.5429999828339,TRUE,TRUE,19.4050002098083,unsolicited,Pilot5-2025-05-08-popup-rates,NA,1034.33,1,2,2,2,2,2,"[{'event': 'Yes', 'time_within_trial': 11.542999982833862}, {'event': 'Close', 'time_within_trial': 18.42300009727478}]",always,0.2,hard_first
936,FALSE,NA,NA,0.1,TRUE,NA,NA,10,7,5.23400020599365,23,7,0.3,FALSE,12,23,24,NA,NA,FALSE,FALSE,NA,unsolicited,Pilot5-2025-05-08-popup-rates,NA,1034.33,1,2,2,2,2,2,NA,always,0.2,hard_first
937,FALSE,NA,NA,0.1,TRUE,NA,NA,10,7,6.43500018119812,24,7,0.3,FALSE,13,24,24,NA,NA,FALSE,FALSE,NA,unsolicited,Pilot5-2025-05-08-popup-rates,NA,1034.33,1,2,2,2,2,2,NA,always,0.2,hard_first
938,FALSE,NA,NA,0.1,TRUE,NA,NA,10,2,7.33999991416931,25,2,0.3,FALSE,14,25,24,NA,NA,FALSE,FALSE,NA,unsolicited,Pilot5-2025-05-08-popup-rates,NA,1034.33,1,2,2,2,2,2,NA,always,0.2,hard_first
939,FALSE,NA,NA,0.1,TRUE,NA,NA,10,4,5.83699989318848,26,4,0.3,FALSE,15,26,24,NA,NA,FALSE,FALSE,NA,unsolicited,Pilot5-2025-05-08-popup-rates,NA,1034.33,1,2,2,2,2,2,NA,always,0.2,hard_first
940,FALSE,NA,NA,0.1,TRUE,NA,NA,10,3,5.06900000572205,27,3,0.3,FALSE,16,27,24,NA,NA,FALSE,FALSE,NA,unsolicited,Pilot5-2025-05-08-popup-rates,NA,1034.33,1,2,2,2,2,2,NA,always,0.2,hard_first
941,FALSE,NA,NA,0.1,TRUE,NA,NA,10,5,5.62799978256226,28,5,0.3,FALSE,17,28,24,NA,NA,FALSE,FALSE,NA,unsolicited,Pilot5-2025-05-08-popup-rates,NA,1034.33,1,2,2,2,2,2,NA,always,0.2,hard_first
942,FALSE,NA,NA,0.1,TRUE,NA,NA,10,3,5.4850001335144,29,3,0.3,FALSE,18,29,24,NA,NA,FALSE,FALSE,NA,unsolicited,Pilot5-2025-05-08-popup-rates,NA,1034.33,1,2,2,2,2,2,NA,always,0.2,hard_first
943,FALSE,NA,NA,0.1,FALSE,NA,NA,10,7,43.8180000782013,3,9,0.11,FALSE,1,3,24,No,11.6170001029968,TRUE,FALSE,NA,unsolicited,Pilot5-2025-05-08-popup-rates,NA,1034.33,1,2,2,2,2,2,"[{'event': 'No', 'time_within_trial': 11.617000102996826}]",always,0.01,hard_first
944,FALSE,NA,NA,0.1,TRUE,NA,NA,10,2,13.4670000076294,30,2,0.3,FALSE,19,30,24,NA,NA,FALSE,FALSE,NA,unsolicited,Pilot5-2025-05-08-popup-rates,NA,1034.33,1,2,2,2,2,2,NA,always,0.2,hard_first
945,FALSE,NA,NA,0.1,TRUE,NA,NA,10,9,13.1180002689362,31,9,0.4,FALSE,20,31,24,NA,NA,FALSE,FALSE,NA,unsolicited,Pilot5-2025-05-08-popup-rates,NA,1034.33,1,2,2,2,2,2,NA,always,0.3,hard_first
946,FALSE,NA,NA,0.1,TRUE,NA,NA,10,1,5.1029999256134,32,1,0.4,FALSE,21,32,24,NA,NA,FALSE,FALSE,NA,unsolicited,Pilot5-2025-05-08-popup-rates,NA,1034.33,1,2,2,2,2,2,NA,always,0.3,hard_first
947,FALSE,NA,NA,0.1,TRUE,NA,NA,10,9,5.53000020980835,33,9,0.4,FALSE,22,33,24,NA,NA,FALSE,FALSE,NA,unsolicited,Pilot5-2025-05-08-popup-rates,NA,1034.33,1,2,2,2,2,2,NA,always,0.3,hard_first
948,FALSE,NA,NA,0.1,TRUE,NA,NA,10,7,6.01199984550476,34,7,0.4,FALSE,23,34,24,NA,NA,FALSE,FALSE,NA,unsolicited,Pilot5-2025-05-08-popup-rates,NA,1034.33,1,2,2,2,2,2,NA,always,0.3,hard_first
949,FALSE,NA,NA,0.1,TRUE,NA,NA,10,0,5.40499997138977,35,0,0.4,FALSE,24,35,24,NA,NA,FALSE,FALSE,NA,unsolicited,Pilot5-2025-05-08-popup-rates,NA,1034.33,1,2,2,2,2,2,NA,always,0.3,hard_first
950,FALSE,NA,NA,0.1,TRUE,NA,NA,10,6,6.01800012588501,36,6,0.4,FALSE,25,36,24,NA,NA,FALSE,FALSE,NA,unsolicited,Pilot5-2025-05-08-popup-rates,NA,1034.33,1,2,2,2,2,2,NA,always,0.3,hard_first
951,FALSE,NA,NA,0.1,TRUE,NA,NA,10,3,5.79500007629395,37,3,0.4,FALSE,26,37,24,NA,NA,FALSE,FALSE,NA,unsolicited,Pilot5-2025-05-08-popup-rates,NA,1034.33,1,2,2,2,2,2,NA,always,0.3,hard_first
952,FALSE,NA,NA,0.1,TRUE,NA,NA,10,8,5.48300004005432,38,8,0.4,FALSE,27,38,24,NA,NA,FALSE,FALSE,NA,unsolicited,Pilot5-2025-05-08-popup-rates,NA,1034.33,1,2,2,2,2,2,NA,always,0.3,hard_first
953,FALSE,NA,NA,0.1,TRUE,NA,NA,10,8,8.92799997329712,39,8,0.4,FALSE,28,39,24,NA,NA,FALSE,FALSE,NA,unsolicited,Pilot5-2025-05-08-popup-rates,NA,1034.33,1,2,2,2,2,2,NA,always,0.3,hard_first
954,TRUE,6,TRUE,0.1,FALSE,NA,NA,10,9,45.6749999523163,4,6,0.11,FALSE,1,4,24,Yes,11.5930001735687,TRUE,FALSE,NA,unsolicited,Pilot5-2025-05-08-popup-rates,NA,1034.33,1,2,2,2,2,2,"[{'event': 'Yes', 'time_within_trial': 11.593000173568726}, {'event': 'Close', 'time_within_trial': 20.1780002117157}]",always,0.01,hard_first
955,FALSE,NA,NA,0.1,TRUE,NA,NA,10,3,5.29399991035461,40,3,0.4,FALSE,29,40,24,NA,NA,FALSE,FALSE,NA,unsolicited,Pilot5-2025-05-08-popup-rates,NA,1034.33,1,2,2,2,2,2,NA,always,0.3,hard_first
956,TRUE,3,TRUE,0.1,TRUE,NA,NA,10,3,20.2759997844696,5,3,0.11,FALSE,2,5,24,Yes,11.6669998168945,TRUE,FALSE,NA,unsolicited,Pilot5-2025-05-08-popup-rates,NA,1034.33,1,2,2,2,2,2,"[{'event': 'Yes', 'time_within_trial': 11.666999816894531}, {'event': 'Close', 'time_within_trial': 19.152999877929688}]",always,0.01,hard_first
957,TRUE,6,FALSE,0.1,FALSE,NA,NA,10,6,19.3749997615814,6,9,0.11,FALSE,2,6,24,Yes,11.4589998722076,TRUE,FALSE,NA,unsolicited,Pilot5-2025-05-08-popup-rates,NA,1034.33,1,2,2,2,2,2,"[{'event': 'Yes', 'time_within_trial': 11.458999872207642}, {'event': 'Close', 'time_within_trial': 18.48099994659424}]",always,0.01,hard_first
958,FALSE,NA,NA,0.1,FALSE,NA,NA,10,3,25.7819998264313,7,9,0.11,FALSE,2,7,24,NA,NA,TRUE,TRUE,1.14300012588501,unsolicited,Pilot5-2025-05-08-popup-rates,NA,1034.33,1,2,2,2,2,2,NA,always,0.01,hard_first
959,FALSE,NA,NA,0.1,FALSE,NA,NA,10,1,12.3870000839233,8,0,0.11,FALSE,2,8,24,NA,NA,FALSE,FALSE,NA,unsolicited,Pilot5-2025-05-08-popup-rates,NA,1034.33,1,2,2,2,2,2,NA,always,0.01,hard_first
960,FALSE,NA,NA,0.1,FALSE,NA,NA,10,5,22.9829998016357,9,7,0.11,FALSE,2,9,24,NA,NA,FALSE,FALSE,NA,unsolicited,Pilot5-2025-05-08-popup-rates,NA,1034.33,1,2,2,2,2,2,NA,always,0.01,hard_first
961,TRUE,6,FALSE,0.1,FALSE,NA,NA,10,6,20.2530000209808,1,9,0.11,FALSE,0,1,25,Yes,12.0880000591278,TRUE,FALSE,NA,unsolicited,Pilot5-2025-05-08-popup-rates,It was a cool experience to have and the ai helped.,864.01,1,0,3,1,3,3,"[{'event': 'Yes', 'time_within_trial': 12.088000059127808}, {'event': 'Close', 'time_within_trial': 19.53700017929077}]",high_diff,0.01,hard_first
962,TRUE,9,TRUE,0.1,TRUE,NA,NA,10,9,19.3179998397827,10,9,0.11,FALSE,8,10,25,Yes,11.5139997005463,TRUE,FALSE,NA,unsolicited,Pilot5-2025-05-08-popup-rates,It was a cool experience to have and the ai helped.,864.01,1,0,3,1,3,3,"[{'event': 'Yes', 'time_within_trial': 11.513999700546265}, {'event': 'Close', 'time_within_trial': 18.478999614715576}]",high_diff,0.01,hard_first
963,TRUE,0,FALSE,0.1,FALSE,NA,NA,10,0,18.7739999294281,11,2,0.2,FALSE,8,11,25,Yes,11.4370000362396,TRUE,FALSE,NA,unsolicited,Pilot5-2025-05-08-popup-rates,It was a cool experience to have and the ai helped.,864.01,1,0,3,1,3,3,"[{'event': 'Yes', 'time_within_trial': 11.437000036239624}, {'event': 'Close', 'time_within_trial': 18.20300006866455}]",high_diff,0.1,hard_first
964,TRUE,8,TRUE,0.1,TRUE,NA,NA,10,8,19.0139999389648,12,8,0.2,FALSE,9,12,25,Yes,11.4360001087189,TRUE,FALSE,NA,unsolicited,Pilot5-2025-05-08-popup-rates,It was a cool experience to have and the ai helped.,864.01,1,0,3,1,3,3,"[{'event': 'Yes', 'time_within_trial': 11.436000108718872}, {'event': 'Close', 'time_within_trial': 18.236999988555908}]",high_diff,0.1,hard_first
965,TRUE,5,TRUE,0.1,TRUE,NA,NA,10,5,19.069000005722,13,5,0.2,FALSE,10,13,25,Yes,11.5310001373291,TRUE,FALSE,NA,unsolicited,Pilot5-2025-05-08-popup-rates,It was a cool experience to have and the ai helped.,864.01,1,0,3,1,3,3,"[{'event': 'Yes', 'time_within_trial': 11.531000137329102}, {'event': 'Close', 'time_within_trial': 18.46299982070923}]",high_diff,0.1,hard_first
966,TRUE,0,TRUE,0.1,TRUE,NA,NA,10,0,19.4630000591278,14,0,0.2,FALSE,11,14,25,Yes,11.558000087738,TRUE,FALSE,NA,unsolicited,Pilot5-2025-05-08-popup-rates,It was a cool experience to have and the ai helped.,864.01,1,0,3,1,3,3,"[{'event': 'Yes', 'time_within_trial': 11.558000087738037}, {'event': 'Close', 'time_within_trial': 18.528000116348267}]",high_diff,0.1,hard_first
967,TRUE,7,TRUE,0.1,TRUE,NA,NA,10,7,19.4399998188019,15,7,0.2,FALSE,12,15,25,Yes,11.5099997520447,TRUE,FALSE,NA,unsolicited,Pilot5-2025-05-08-popup-rates,It was a cool experience to have and the ai helped.,864.01,1,0,3,1,3,3,"[{'event': 'Yes', 'time_within_trial': 11.509999752044678}, {'event': 'Close', 'time_within_trial': 18.602999687194824}]",high_diff,0.1,hard_first
968,TRUE,6,FALSE,0.1,FALSE,NA,NA,10,6,19.4409999847412,16,4,0.2,FALSE,12,16,25,Yes,11.4300000667572,TRUE,FALSE,NA,unsolicited,Pilot5-2025-05-08-popup-rates,It was a cool experience to have and the ai helped.,864.01,1,0,3,1,3,3,"[{'event': 'Yes', 'time_within_trial': 11.430000066757202}, {'event': 'Close', 'time_within_trial': 18.263999938964844}]",high_diff,0.1,hard_first
969,TRUE,8,TRUE,0.1,TRUE,NA,NA,10,8,20.5729999542236,17,8,0.2,FALSE,13,17,25,Yes,13.066999912262,TRUE,FALSE,NA,unsolicited,Pilot5-2025-05-08-popup-rates,It was a cool experience to have and the ai helped.,864.01,1,0,3,1,3,3,"[{'event': 'Yes', 'time_within_trial': 13.066999912261963}, {'event': 'Close', 'time_within_trial': 19.800999879837036}]",high_diff,0.1,hard_first
970,TRUE,2,TRUE,0.1,TRUE,NA,NA,10,2,19.0750000476837,18,2,0.2,FALSE,14,18,25,Yes,11.3090000152588,TRUE,FALSE,NA,unsolicited,Pilot5-2025-05-08-popup-rates,It was a cool experience to have and the ai helped.,864.01,1,0,3,1,3,3,"[{'event': 'Yes', 'time_within_trial': 11.309000015258789}, {'event': 'Close', 'time_within_trial': 18.2739999294281}]",high_diff,0.1,hard_first
971,TRUE,1,TRUE,0.1,TRUE,NA,NA,10,1,19.3439998626709,19,1,0.2,FALSE,15,19,25,Yes,11.6349999904633,TRUE,FALSE,NA,unsolicited,Pilot5-2025-05-08-popup-rates,It was a cool experience to have and the ai helped.,864.01,1,0,3,1,3,3,"[{'event': 'Yes', 'time_within_trial': 11.634999990463257}, {'event': 'Close', 'time_within_trial': 18.435999870300293}]",high_diff,0.1,hard_first
972,TRUE,8,TRUE,0.1,TRUE,NA,NA,10,8,20.0340001583099,2,8,0.11,FALSE,1,2,25,Yes,11.3650002479553,TRUE,FALSE,NA,unsolicited,Pilot5-2025-05-08-popup-rates,It was a cool experience to have and the ai helped.,864.01,1,0,3,1,3,3,"[{'event': 'Yes', 'time_within_trial': 11.365000247955322}, {'event': 'Close', 'time_within_trial': 19.331000089645386}]",high_diff,0.01,hard_first
973,TRUE,3,TRUE,0.1,TRUE,NA,NA,10,3,18.900000333786,20,3,0.2,FALSE,16,20,25,Yes,11.3589999675751,TRUE,FALSE,NA,unsolicited,Pilot5-2025-05-08-popup-rates,It was a cool experience to have and the ai helped.,864.01,1,0,3,1,3,3,"[{'event': 'Yes', 'time_within_trial': 11.358999967575073}, {'event': 'Close', 'time_within_trial': 18.058000087738037}]",high_diff,0.1,hard_first
974,FALSE,NA,NA,0.1,TRUE,NA,NA,10,3,6.82100009918213,21,3,0.3,FALSE,17,21,25,NA,NA,TRUE,TRUE,6.07999992370605,unsolicited,Pilot5-2025-05-08-popup-rates,It was a cool experience to have and the ai helped.,864.01,1,0,3,1,3,3,NA,high_diff,0.2,hard_first
975,FALSE,NA,NA,0.1,FALSE,NA,NA,10,3,5.51599979400635,22,5,0.3,FALSE,17,22,25,NA,NA,FALSE,FALSE,NA,unsolicited,Pilot5-2025-05-08-popup-rates,It was a cool experience to have and the ai helped.,864.01,1,0,3,1,3,3,NA,high_diff,0.2,hard_first
976,FALSE,NA,NA,0.1,TRUE,NA,NA,10,7,7.35800004005432,23,7,0.3,FALSE,18,23,25,NA,NA,FALSE,FALSE,NA,unsolicited,Pilot5-2025-05-08-popup-rates,It was a cool experience to have and the ai helped.,864.01,1,0,3,1,3,3,NA,high_diff,0.2,hard_first
977,FALSE,NA,NA,0.1,TRUE,NA,NA,10,1,7.16400003433228,24,1,0.3,FALSE,19,24,25,NA,NA,FALSE,FALSE,NA,unsolicited,Pilot5-2025-05-08-popup-rates,It was a cool experience to have and the ai helped.,864.01,1,0,3,1,3,3,NA,high_diff,0.2,hard_first
978,FALSE,NA,NA,0.1,TRUE,NA,NA,10,5,9.68700003623962,25,5,0.3,FALSE,20,25,25,NA,NA,FALSE,TRUE,2.75,unsolicited,Pilot5-2025-05-08-popup-rates,It was a cool experience to have and the ai helped.,864.01,1,0,3,1,3,3,NA,high_diff,0.2,hard_first
979,FALSE,NA,NA,0.1,TRUE,NA,NA,10,3,11.686999797821,26,3,0.3,FALSE,21,26,25,NA,NA,TRUE,FALSE,NA,unsolicited,Pilot5-2025-05-08-popup-rates,It was a cool experience to have and the ai helped.,864.01,1,0,3,1,3,3,NA,high_diff,0.2,hard_first
980,FALSE,NA,NA,0.1,FALSE,NA,NA,10,3,31.5260000228882,27,2,0.3,FALSE,21,27,25,NA,NA,TRUE,TRUE,28.5530002117157,unsolicited,Pilot5-2025-05-08-popup-rates,It was a cool experience to have and the ai helped.,864.01,1,0,3,1,3,3,NA,high_diff,0.2,hard_first
981,FALSE,NA,NA,0.1,TRUE,NA,NA,10,7,5.8989999294281,28,7,0.3,FALSE,22,28,25,NA,NA,TRUE,TRUE,1.9229998588562,unsolicited,Pilot5-2025-05-08-popup-rates,It was a cool experience to have and the ai helped.,864.01,1,0,3,1,3,3,NA,high_diff,0.2,hard_first
982,FALSE,NA,NA,0.1,TRUE,NA,NA,10,2,15.9879999160767,29,2,0.3,FALSE,23,29,25,NA,NA,TRUE,FALSE,NA,unsolicited,Pilot5-2025-05-08-popup-rates,It was a cool experience to have and the ai helped.,864.01,1,0,3,1,3,3,NA,high_diff,0.2,hard_first
983,TRUE,6,TRUE,0.1,TRUE,NA,NA,10,6,19.5210001468658,3,6,0.11,FALSE,2,3,25,Yes,11.3450000286102,TRUE,FALSE,NA,unsolicited,Pilot5-2025-05-08-popup-rates,It was a cool experience to have and the ai helped.,864.01,1,0,3,1,3,3,"[{'event': 'Yes', 'time_within_trial': 11.34500002861023}, {'event': 'Close', 'time_within_trial': 18.58899998664856}]",high_diff,0.01,hard_first
984,FALSE,NA,NA,0.1,TRUE,NA,NA,10,4,5.14100003242493,30,4,0.3,FALSE,24,30,25,NA,NA,TRUE,FALSE,NA,unsolicited,Pilot5-2025-05-08-popup-rates,It was a cool experience to have and the ai helped.,864.01,1,0,3,1,3,3,NA,high_diff,0.2,hard_first
985,FALSE,NA,NA,0.1,TRUE,NA,NA,10,6,5.06100010871887,31,6,0.4,FALSE,25,31,25,NA,NA,TRUE,FALSE,NA,unsolicited,Pilot5-2025-05-08-popup-rates,It was a cool experience to have and the ai helped.,864.01,1,0,3,1,3,3,NA,high_diff,0.3,hard_first
986,FALSE,NA,NA,0.1,TRUE,NA,NA,10,8,5.1710000038147,32,8,0.4,FALSE,26,32,25,NA,NA,TRUE,FALSE,NA,unsolicited,Pilot5-2025-05-08-popup-rates,It was a cool experience to have and the ai helped.,864.01,1,0,3,1,3,3,NA,high_diff,0.3,hard_first
987,FALSE,NA,NA,0.1,TRUE,NA,NA,10,3,8.4760000705719,33,3,0.4,FALSE,27,33,25,NA,NA,TRUE,FALSE,NA,unsolicited,Pilot5-2025-05-08-popup-rates,It was a cool experience to have and the ai helped.,864.01,1,0,3,1,3,3,NA,high_diff,0.3,hard_first
988,FALSE,NA,NA,0.1,FALSE,NA,NA,10,4,5.07600021362305,34,9,0.4,FALSE,27,34,25,NA,NA,TRUE,FALSE,NA,unsolicited,Pilot5-2025-05-08-popup-rates,It was a cool experience to have and the ai helped.,864.01,1,0,3,1,3,3,NA,high_diff,0.3,hard_first
989,FALSE,NA,NA,0.1,TRUE,NA,NA,10,0,5.06800007820129,35,0,0.4,FALSE,28,35,25,NA,NA,TRUE,FALSE,NA,unsolicited,Pilot5-2025-05-08-popup-rates,It was a cool experience to have and the ai helped.,864.01,1,0,3,1,3,3,NA,high_diff,0.3,hard_first
990,FALSE,NA,NA,0.1,TRUE,NA,NA,10,3,5.13299989700317,36,3,0.4,FALSE,29,36,25,NA,NA,TRUE,FALSE,NA,unsolicited,Pilot5-2025-05-08-popup-rates,It was a cool experience to have and the ai helped.,864.01,1,0,3,1,3,3,NA,high_diff,0.3,hard_first
991,FALSE,NA,NA,0.1,TRUE,NA,NA,10,7,5.62999987602234,37,7,0.4,FALSE,30,37,25,NA,NA,TRUE,FALSE,NA,unsolicited,Pilot5-2025-05-08-popup-rates,It was a cool experience to have and the ai helped.,864.01,1,0,3,1,3,3,NA,high_diff,0.3,hard_first
992,FALSE,NA,NA,0.1,TRUE,NA,NA,10,1,6.53299975395203,38,1,0.4,FALSE,31,38,25,NA,NA,TRUE,FALSE,NA,unsolicited,Pilot5-2025-05-08-popup-rates,It was a cool experience to have and the ai helped.,864.01,1,0,3,1,3,3,NA,high_diff,0.3,hard_first
993,FALSE,NA,NA,0.1,TRUE,NA,NA,10,8,7.43599987030029,39,8,0.4,FALSE,32,39,25,NA,NA,TRUE,FALSE,NA,unsolicited,Pilot5-2025-05-08-popup-rates,It was a cool experience to have and the ai helped.,864.01,1,0,3,1,3,3,NA,high_diff,0.3,hard_first
994,TRUE,7,TRUE,0.1,TRUE,NA,NA,10,7,19.3069999217987,4,7,0.11,FALSE,3,4,25,Yes,11.4029998779297,TRUE,FALSE,NA,unsolicited,Pilot5-2025-05-08-popup-rates,It was a cool experience to have and the ai helped.,864.01,1,0,3,1,3,3,"[{'event': 'Yes', 'time_within_trial': 11.402999877929688}, {'event': 'Close', 'time_within_trial': 18.605000019073486}]",high_diff,0.01,hard_first
995,FALSE,NA,NA,0.1,FALSE,NA,NA,10,4,7.30400013923645,40,9,0.4,FALSE,32,40,25,NA,NA,TRUE,FALSE,NA,unsolicited,Pilot5-2025-05-08-popup-rates,It was a cool experience to have and the ai helped.,864.01,1,0,3,1,3,3,NA,high_diff,0.3,hard_first
996,TRUE,0,FALSE,0.1,FALSE,NA,NA,10,0,20.0609998703003,5,2,0.11,FALSE,3,5,25,Yes,11.8919999599457,TRUE,FALSE,NA,unsolicited,Pilot5-2025-05-08-popup-rates,It was a cool experience to have and the ai helped.,864.01,1,0,3,1,3,3,"[{'event': 'Yes', 'time_within_trial': 11.891999959945679}, {'event': 'Close', 'time_within_trial': 19.228000164031982}]",high_diff,0.01,hard_first
997,TRUE,9,TRUE,0.1,TRUE,NA,NA,10,9,20.0319998264313,6,9,0.11,FALSE,4,6,25,Yes,11.3919999599457,TRUE,FALSE,NA,unsolicited,Pilot5-2025-05-08-popup-rates,It was a cool experience to have and the ai helped.,864.01,1,0,3,1,3,3,"[{'event': 'Yes', 'time_within_trial': 11.391999959945679}, {'event': 'Close', 'time_within_trial': 18.393999814987183}]",high_diff,0.01,hard_first
998,TRUE,6,TRUE,0.1,TRUE,NA,NA,10,6,19.4679996967316,7,6,0.11,FALSE,5,7,25,Yes,11.616999864578201,TRUE,FALSE,NA,unsolicited,Pilot5-2025-05-08-popup-rates,It was a cool experience to have and the ai helped.,864.01,1,0,3,1,3,3,"[{'event': 'Yes', 'time_within_trial': 11.616999864578247}, {'event': 'Close', 'time_within_trial': 18.590999841690063}]",high_diff,0.01,hard_first
999,TRUE,3,TRUE,0.1,TRUE,NA,NA,10,3,19.2929997444153,8,3,0.11,FALSE,6,8,25,Yes,11.4519999027252,TRUE,FALSE,NA,unsolicited,Pilot5-2025-05-08-popup-rates,It was a cool experience to have and the ai helped.,864.01,1,0,3,1,3,3,"[{'event': 'Yes', 'time_within_trial': 11.45199990272522}, {'event': 'Close', 'time_within_trial': 18.3510000705719}]",high_diff,0.01,hard_first
1000,TRUE,0,TRUE,0.1,TRUE,NA,NA,10,0,19.0799999237061,9,0,0.11,FALSE,7,9,25,Yes,11.510999917984,TRUE,FALSE,NA,unsolicited,Pilot5-2025-05-08-popup-rates,It was a cool experience to have and the ai helped.,864.01,1,0,3,1,3,3,"[{'event': 'Yes', 'time_within_trial': 11.510999917984009}, {'event': 'Close', 'time_within_trial': 18.507999897003174}]",high_diff,0.01,hard_first
1001,FALSE,NA,NA,0.1,TRUE,NA,NA,10,3,5.07800006866455,1,3,0.4,FALSE,1,1,26,NA,NA,TRUE,FALSE,NA,unsolicited,Pilot5-2025-05-08-popup-rates,NA,NA,3,NA,NA,NA,NA,NA,NA,high_diff,0.3,easy_first
1002,FALSE,NA,NA,0.1,FALSE,NA,NA,10,4,8.05999994277954,10,1,0.4,FALSE,9,10,26,NA,NA,TRUE,FALSE,NA,unsolicited,Pilot5-2025-05-08-popup-rates,NA,NA,3,NA,NA,NA,NA,NA,NA,high_diff,0.3,easy_first
1003,FALSE,NA,NA,0.1,TRUE,NA,NA,10,3,5.21699976921082,11,3,0.3,FALSE,10,11,26,NA,NA,TRUE,FALSE,NA,unsolicited,Pilot5-2025-05-08-popup-rates,NA,NA,3,NA,NA,NA,NA,NA,NA,high_diff,0.2,easy_first
1004,FALSE,NA,NA,0.1,TRUE,NA,NA,10,3,5.78799986839294,12,3,0.3,FALSE,11,12,26,NA,NA,TRUE,FALSE,NA,unsolicited,Pilot5-2025-05-08-popup-rates,NA,NA,3,NA,NA,NA,NA,NA,NA,high_diff,0.2,easy_first
1005,FALSE,NA,NA,0.1,TRUE,NA,NA,10,7,5.09500002861023,13,7,0.3,FALSE,12,13,26,NA,NA,TRUE,FALSE,NA,unsolicited,Pilot5-2025-05-08-popup-rates,NA,NA,3,NA,NA,NA,NA,NA,NA,high_diff,0.2,easy_first
1006,FALSE,NA,NA,0.1,FALSE,NA,NA,10,9,8.82699990272522,14,2,0.3,FALSE,12,14,26,NA,NA,TRUE,FALSE,NA,unsolicited,Pilot5-2025-05-08-popup-rates,NA,NA,3,NA,NA,NA,NA,NA,NA,high_diff,0.2,easy_first
1007,FALSE,NA,NA,0.1,TRUE,NA,NA,10,5,8.3199999332428,15,5,0.3,FALSE,13,15,26,NA,NA,TRUE,FALSE,NA,unsolicited,Pilot5-2025-05-08-popup-rates,NA,NA,3,NA,NA,NA,NA,NA,NA,high_diff,0.2,easy_first
1008,FALSE,NA,NA,0.1,FALSE,NA,NA,10,7,7.73800015449524,16,2,0.3,FALSE,13,16,26,NA,NA,TRUE,FALSE,NA,unsolicited,Pilot5-2025-05-08-popup-rates,NA,NA,3,NA,NA,NA,NA,NA,NA,high_diff,0.2,easy_first
1009,FALSE,NA,NA,0.1,TRUE,NA,NA,10,5,5.04499983787537,17,5,0.3,FALSE,14,17,26,NA,NA,TRUE,FALSE,NA,unsolicited,Pilot5-2025-05-08-popup-rates,NA,NA,3,NA,NA,NA,NA,NA,NA,high_diff,0.2,easy_first
1010,FALSE,NA,NA,0.1,TRUE,NA,NA,10,1,5.17100024223328,18,1,0.3,FALSE,15,18,26,NA,NA,TRUE,FALSE,NA,unsolicited,Pilot5-2025-05-08-popup-rates,NA,NA,3,NA,NA,NA,NA,NA,NA,high_diff,0.2,easy_first
1011,FALSE,NA,NA,0.1,TRUE,NA,NA,10,7,6.39400005340576,19,7,0.3,FALSE,16,19,26,NA,NA,TRUE,FALSE,NA,unsolicited,Pilot5-2025-05-08-popup-rates,NA,NA,3,NA,NA,NA,NA,NA,NA,high_diff,0.2,easy_first
1012,FALSE,NA,NA,0.1,TRUE,NA,NA,10,0,8.27099990844727,2,0,0.4,FALSE,2,2,26,NA,NA,TRUE,TRUE,5.20099997520447,unsolicited,Pilot5-2025-05-08-popup-rates,NA,NA,3,NA,NA,NA,NA,NA,NA,high_diff,0.3,easy_first
1013,FALSE,NA,NA,0.1,TRUE,NA,NA,10,4,5.00900030136108,20,4,0.3,FALSE,17,20,26,NA,NA,TRUE,FALSE,NA,unsolicited,Pilot5-2025-05-08-popup-rates,NA,NA,3,NA,NA,NA,NA,NA,NA,high_diff,0.2,easy_first
1014,TRUE,8,TRUE,0.1,TRUE,NA,NA,10,8,23.1239998340607,21,8,0.2,FALSE,18,21,26,Yes,13.3899998664856,TRUE,FALSE,NA,unsolicited,Pilot5-2025-05-08-popup-rates,NA,NA,3,NA,NA,NA,NA,NA,"[{'event': 'Yes', 'time_within_trial': 13.389999866485596}, {'event': 'Close', 'time_within_trial': 22.104999780654907}]",high_diff,0.1,easy_first
1015,TRUE,8,TRUE,0.1,TRUE,NA,NA,10,8,19.996000289917,22,8,0.2,FALSE,19,22,26,Yes,11.9610002040863,TRUE,FALSE,NA,unsolicited,Pilot5-2025-05-08-popup-rates,NA,NA,3,NA,NA,NA,NA,NA,"[{'event': 'Yes', 'time_within_trial': 11.961000204086304}, {'event': 'Close', 'time_within_trial': 18.9760000705719}]",high_diff,0.1,easy_first
1016,FALSE,NA,NA,0.1,TRUE,NA,NA,10,2,5.9210000038147,23,2,0.2,FALSE,20,23,26,NA,NA,TRUE,TRUE,0.567000150680542,unsolicited,Pilot5-2025-05-08-popup-rates,NA,NA,3,NA,NA,NA,NA,NA,NA,high_diff,0.1,easy_first
